millis,stamp,datetime,light
121999, 946684800, 01/01/2000 00:00:00, 5451
122999, 946684800, 01/01/2000 00:00:00, 4920
124000, 946684800, 01/01/2000 00:00:00, 4371
124999, 946684800, 01/01/2000 00:00:00, 7393
126000, 946684800, 01/01/2000 00:00:00, 2523
126999, 946684800, 01/01/2000 00:00:00, 3265
127998, 946684800, 01/01/2000 00:00:00, 816
128999, 946684800, 01/01/2000 00:00:00, 4443
129999, 946684800, 01/01/2000 00:00:00, 11449
131000, 946684800, 01/01/2000 00:00:00, 1362
131999, 946684800, 01/01/2000 00:00:00, 140
132999, 946684800, 01/01/2000 00:00:00, 1263
133999, 946684800, 01/01/2000 00:00:00, 1953
134999, 946684800, 01/01/2000 00:00:00, 8101
136000, 946684800, 01/01/2000 00:00:00, 9691
136999, 946684800, 01/01/2000 00:00:00, 11605
137999, 946684800, 01/01/2000 00:00:00, 11657
138998, 946684800, 01/01/2000 00:00:00, 7651
140000, 946684800, 01/01/2000 00:00:00, 5590
140999, 946684800, 01/01/2000 00:00:00, 7299
142000, 946684800, 01/01/2000 00:00:00, 9834
142998, 946684800, 01/01/2000 00:00:00, 6849
143998, 946684800, 01/01/2000 00:00:00, 2054
144998, 946684800, 01/01/2000 00:00:00, 2212
145999, 946684800, 01/01/2000 00:00:00, 1400
147000, 946684800, 01/01/2000 00:00:00, 1470
147999, 946684800, 01/01/2000 00:00:00, 1467
148999, 946684800, 01/01/2000 00:00:00, 1664
149998, 946684800, 01/01/2000 00:00:00, 4574
151000, 946684800, 01/01/2000 00:00:00, 765
152000, 946684800, 01/01/2000 00:00:00, 2230
152999, 946684800, 01/01/2000 00:00:00, 1006
154000, 946684800, 01/01/2000 00:00:00, 2173
154998, 946684800, 01/01/2000 00:00:00, 2468
156000, 946684800, 01/01/2000 00:00:00, 750
156998, 946684800, 01/01/2000 00:00:00, 806
157999, 946684800, 01/01/2000 00:00:00, 1239
158999, 946684800, 01/01/2000 00:00:00, 1076
159998, 946684800, 01/01/2000 00:00:00, 1370
161000, 946684800, 01/01/2000 00:00:00, 1737
161998, 946684800, 01/01/2000 00:00:00, 469
162999, 946684800, 01/01/2000 00:00:00, 2048
163998, 946684800, 01/01/2000 00:00:00, 531
165000, 946684800, 01/01/2000 00:00:00, 1130
165999, 946684800, 01/01/2000 00:00:00, 1309
167000, 946684800, 01/01/2000 00:00:00, 2057
168000, 946684800, 01/01/2000 00:00:00, 2729
168998, 946684800, 01/01/2000 00:00:00, 1749
169999, 946684800, 01/01/2000 00:00:00, 1879
171000, 946684800, 01/01/2000 00:00:00, 2223
172000, 946684800, 01/01/2000 00:00:00, 539
172999, 946684800, 01/01/2000 00:00:00, 651
174000, 946684800, 01/01/2000 00:00:00, 887
174999, 946684800, 01/01/2000 00:00:00, 1077
175998, 946684800, 01/01/2000 00:00:00, 2477
176999, 946684800, 01/01/2000 00:00:00, 1048
177998, 946684800, 01/01/2000 00:00:00, 636
179000, 946684800, 01/01/2000 00:00:00, 2491
179999, 946684800, 01/01/2000 00:00:00, 5744
181000, 946684800, 01/01/2000 00:00:00, 5515
181999, 946684800, 01/01/2000 00:00:00, 2979
182999, 946684800, 01/01/2000 00:00:00, 1913
183999, 946684800, 01/01/2000 00:00:00, 7019
184999, 946684800, 01/01/2000 00:00:00, 4595
186000, 946684800, 01/01/2000 00:00:00, 5345
186999, 946684800, 01/01/2000 00:00:00, 5983
188000, 946684800, 01/01/2000 00:00:00, 5405
188998, 946684800, 01/01/2000 00:00:00, 5700
189999, 946684800, 01/01/2000 00:00:00, 5470
190999, 946684800, 01/01/2000 00:00:00, 6777
192000, 946684800, 01/01/2000 00:00:00, 8077
